UseElemMap=true TriSplit=false TriInMesh=128 TotalEnergy=2.20428718463579e-01
$begin 'RefinePoints'
$end 'RefinePoints'
$begin 'RefineElems'
	RefineElem[5: 4.40000000000000e+01, 4.40000000000000e+01, 2.10000000000000e+01, 3.70000000000000e+01, 8.61883669502917e-10]
	RefineElem[5: 8.10000000000000e+01, 2.10000000000000e+01, 5.70000000000000e+01, 3.70000000000000e+01, 8.59550580259467e-10]
	RefineElem[5: 2.60000000000000e+01, 3.80000000000000e+01, 2.30000000000000e+01, 3.70000000000000e+01, 8.55802119794082e-10]
	RefineElem[5: 6.30000000000000e+01, 2.30000000000000e+01, 5.00000000000000e+01, 3.70000000000000e+01, 8.55590619084827e-10]
	RefineElem[5: 4.70000000000000e+01, 4.50000000000000e+01, 3.10000000000000e+01, 3.20000000000000e+01, 3.81298221819219e-10]
	RefineElem[5: 2.90000000000000e+01, 3.90000000000000e+01, 2.60000000000000e+01, 2.70000000000000e+01, 3.81192117794597e-10]
	RefineElem[5: 9.50000000000000e+01, 3.20000000000000e+01, 3.30000000000000e+01, 6.20000000000000e+01, 3.80236368052618e-10]
	RefineElem[5: 7.70000000000000e+01, 2.70000000000000e+01, 2.80000000000000e+01, 5.50000000000000e+01, 3.80132140331907e-10]
	RefineElem[5: 9.80000000000000e+01, 6.30000000000000e+01, 2.40000000000000e+01, 1.70000000000000e+01, 3.78988122054801e-10]
	RefineElem[5: 6.50000000000000e+01, 5.10000000000000e+01, 2.90000000000000e+01, 3.00000000000000e+00, 3.69636088334187e-10]
	RefineElem[5: 8.30000000000000e+01, 5.80000000000000e+01, 3.40000000000000e+01, 1.00000000000000e+00, 3.69370475738542e-10]
	RefineElem[5: 4.20000000000000e+01, 2.00000000000000e+00, 2.50000000000000e+01, 4.30000000000000e+01, 3.68569310043701e-10]
	RefineElem[5: 6.00000000000000e+01, 4.00000000000000e+00, 3.00000000000000e+01, 4.90000000000000e+01, 3.68264479564204e-10]
	RefineElem[5: 1.07000000000000e+02, 1.90000000000000e+01, 2.40000000000000e+01, 6.60000000000000e+01, 3.32726590754995e-10]
	RefineElem[5: 1.60000000000000e+01, 3.20000000000000e+01, 3.30000000000000e+01, 2.20000000000000e+01, 3.22002124766015e-10]
	RefineElem[5: 1.00000000000000e+01, 2.70000000000000e+01, 2.80000000000000e+01, 2.20000000000000e+01, 3.20380279016998e-10]
	RefineElem[5: 1.50000000000000e+01, 3.10000000000000e+01, 3.20000000000000e+01, 2.20000000000000e+01, 3.18318245617429e-10]
	RefineElem[5: 9.00000000000000e+00, 2.60000000000000e+01, 2.70000000000000e+01, 2.20000000000000e+01, 3.16676059028581e-10]
	RefineElem[5: 5.30000000000000e+01, 4.70000000000000e+01, 3.00000000000000e+01, 3.10000000000000e+01, 2.62049438584235e-10]
	RefineElem[5: 3.50000000000000e+01, 4.10000000000000e+01, 2.50000000000000e+01, 2.60000000000000e+01, 2.62041361272929e-10]
	RefineElem[5: 8.90000000000000e+01, 6.00000000000000e+01, 3.30000000000000e+01, 3.40000000000000e+01, 2.61995136704039e-10]
	RefineElem[5: 7.10000000000000e+01, 5.30000000000000e+01, 2.80000000000000e+01, 2.90000000000000e+01, 2.61978567534985e-10]
	RefineElem[5: 4.50000000000000e+01, 3.60000000000000e+01, 4.40000000000000e+01, 3.70000000000000e+01, 2.34610107368934e-10]
	RefineElem[5: 8.00000000000000e+01, 5.70000000000000e+01, 3.50000000000000e+01, 3.70000000000000e+01, 2.33813868473140e-10]
	RefineElem[5: 6.20000000000000e+01, 5.00000000000000e+01, 3.60000000000000e+01, 3.70000000000000e+01, 2.32791453636790e-10]
	RefineElem[5: 2.70000000000000e+01, 3.50000000000000e+01, 3.80000000000000e+01, 3.70000000000000e+01, 2.32475721535142e-10]
	RefineElem[5: 1.08000000000000e+02, 1.10000000000000e+01, 5.60000000000000e+01, 6.60000000000000e+01, 1.15827788051367e-10]
	RefineElem[5: 9.90000000000000e+01, 6.30000000000000e+01, 5.60000000000000e+01, 9.00000000000000e+00, 1.14435724790129e-10]
	RefineElem[5: 3.90000000000000e+01, 4.30000000000000e+01, 4.20000000000000e+01, 3.80000000000000e+01, 1.03343437931342e-10]
	RefineElem[5: 5.70000000000000e+01, 4.90000000000000e+01, 4.80000000000000e+01, 4.40000000000000e+01, 1.03152824722332e-10]
	RefineElem[5: 6.70000000000000e+01, 5.20000000000000e+01, 5.10000000000000e+01, 5.00000000000000e+01, 1.03037223277920e-10]
	RefineElem[5: 8.50000000000000e+01, 5.90000000000000e+01, 5.80000000000000e+01, 5.70000000000000e+01, 1.02857446090613e-10]
	RefineElem[5: 9.30000000000000e+01, 6.20000000000000e+01, 6.10000000000000e+01, 5.70000000000000e+01, 9.29769804313373e-11]
	RefineElem[5: 7.50000000000000e+01, 5.50000000000000e+01, 5.40000000000000e+01, 5.00000000000000e+01, 9.29394110790686e-11]
	RefineElem[5: 4.90000000000000e+01, 4.60000000000000e+01, 4.50000000000000e+01, 4.40000000000000e+01, 9.28301083337152e-11]
	RefineElem[5: 3.10000000000000e+01, 4.00000000000000e+01, 3.90000000000000e+01, 3.80000000000000e+01, 9.27794803332001e-11]
	RefineElem[5: 1.13000000000000e+02, 6.80000000000000e+01, 2.40000000000000e+01, 1.90000000000000e+01, 4.77573169108600e-11]
	RefineElem[5: 1.23000000000000e+02, 1.70000000000000e+01, 2.40000000000000e+01, 7.10000000000000e+01, 4.08792493780566e-11]
	RefineElem[5: 4.80000000000000e+01, 3.20000000000000e+01, 2.10000000000000e+01, 4.50000000000000e+01, 3.26316927956498e-11]
	RefineElem[5: 9.60000000000000e+01, 6.20000000000000e+01, 2.10000000000000e+01, 3.20000000000000e+01, 3.26232318958795e-11]
	RefineElem[5: 3.00000000000000e+01, 2.70000000000000e+01, 2.30000000000000e+01, 3.90000000000000e+01, 3.26190311140334e-11]
